/HPS/EgoSyn/work/anaconda3/envs/egofullbody/lib/python3.9/site-packages/mmcv/__init__.py:20: UserWarning: On January 1, 2023, MMCV will release v2.0.0, in which it will remove components related to the training process and add a data transformation module. In addition, it will rename the package names mmcv to mmcv-lite and mmcv-full to mmcv. See https://github.com/open-mmlab/mmcv/blob/master/docs/en/compatibility.md for more details.
  warnings.warn(
2023-08-22 16:41:26.200 | INFO     | human_body_prior.tools.model_loader:load_model:100 - Loaded model in eval mode with trained weights: /CT/EgoMocap/work/EgocentricFullBody/3rdparty/human_body_prior/support_data/downloads/V02_05/snapshots/V02_05_epoch=13_val_loss=0.03.ckpt
it 120 -- [total loss = 4.41e+02] - data = 4.36e+02 | poZ_body = 2.33e-03 | betas = 4.80e+00
it 121 -- [total loss = 4.31e+02] - data = 4.26e+02 | poZ_body = 2.34e-03 | betas = 4.82e+00
it 122 -- [total loss = 4.20e+02] - data = 4.15e+02 | poZ_body = 2.37e-03 | betas = 4.91e+00
it 123 -- [total loss = 4.10e+02] - data = 4.05e+02 | poZ_body = 2.40e-03 | betas = 4.96e+00
it 124 -- [total loss = 4.02e+02] - data = 3.97e+02 | poZ_body = 2.54e-03 | betas = 5.06e+00
it 125 -- [total loss = 3.96e+02] - data = 3.91e+02 | poZ_body = 2.46e-03 | betas = 4.96e+00
it 126 -- [total loss = 3.88e+02] - data = 3.83e+02 | poZ_body = 2.55e-03 | betas = 5.08e+00
it 127 -- [total loss = 3.80e+02] - data = 3.75e+02 | poZ_body = 2.55e-03 | betas = 5.04e+00
it 128 -- [total loss = 3.71e+02] - data = 3.66e+02 | poZ_body = 2.63e-03 | betas = 5.13e+00
it 129 -- [total loss = 3.74e+02] - data = 3.68e+02 | poZ_body = 2.83e-03 | betas = 5.36e+00
it 130 -- [total loss = 3.65e+02] - data = 3.59e+02 | poZ_body = 2.71e-03 | betas = 5.23e+00
it 131 -- [total loss = 3.58e+02] - data = 3.53e+02 | poZ_body = 2.77e-03 | betas = 5.28e+00
it 132 -- [total loss = 3.50e+02] - data = 3.45e+02 | poZ_body = 2.77e-03 | betas = 5.30e+00
it 133 -- [total loss = 3.41e+02] - data = 3.35e+02 | poZ_body = 2.82e-03 | betas = 5.37e+00
it 134 -- [total loss = 3.32e+02] - data = 3.26e+02 | poZ_body = 2.86e-03 | betas = 5.39e+00
it 135 -- [total loss = 3.29e+02] - data = 3.23e+02 | poZ_body = 2.98e-03 | betas = 5.50e+00
it 136 -- [total loss = 3.23e+02] - data = 3.18e+02 | poZ_body = 2.85e-03 | betas = 5.41e+00
it 137 -- [total loss = 3.19e+02] - data = 3.13e+02 | poZ_body = 3.00e-03 | betas = 5.53e+00
it 138 -- [total loss = 3.14e+02] - data = 3.09e+02 | poZ_body = 2.84e-03 | betas = 5.41e+00
it 139 -- [total loss = 3.10e+02] - data = 3.04e+02 | poZ_body = 3.01e-03 | betas = 5.55e+00
